Name,price,sold,discount,liked-count,ads_keyword,cmt_count,stock,view_count,price_before_discount,price_min,price_max,price_min_before_discount,price_max_before_discount,rating_star,rating_count,rating_count_total,rcount_with_image,rcount_with_context,options,options_count,image,itemid,shopid,catid,shop_location,video_info_list_duration
giày native màu xám không thấm nước💖FREESHIP💖giày native hotrend NAGT,39000000,123,28%,12875,,18,6552,953,3900000000,3900000000,13320000000,3900000000,18500000000,5,[18. 0. 0. 0. 0. 18],18,9,12,['Size 36'. 'Size 37'. 'Size 38'. 'Size 39'. 'Size 40'. 'Size 41'. 'Size 42'. 'Size 43'. 'Size 44'. 'M3: size 35'. 'C10- size 28'. 'C11 - size 29'. 'C12 - size 30'. 'C13 size 31'. 'J1 - size 32'. 'J2- size 34'. 'set 30 jibitz'],17,33bf77f7b08da8edf8f35f230afa9b36,3720968809,234858709,2429,Hà Nội,0
[ FULL BOX + VIDEO] Giày Nam Nữ XVessel Version 1970s,215000000,133,42%,153,,79,7156,5960,30000000000,21500000000,21500000000,30000000000,37000000000,4.721519,[79. 3. 1. 2. 3. 70],79,29,43,['36'. '37'. '38'. '39'. '40'. '41'. '42'. '43'. 'radom'],9,203564c617a7e4a6056878675aa17ce7,7847311420,284486959,2429,Phú Thọ,41
Giày CV Cổ Thấp 1970s Full Box,79000000,124,21%,204,,88,47727,9846,9900000000,7900000000,11900000000,9900000000,15000000000,4.840909,[88. 1. 1. 1. 5. 80],88,39,49,['Đen'. 'Trắng'. 'Vàng'. 'Đỏ Mận'. 'Hồng'. 'Xanh Cốm'. 'Xanh Dương'. 'Tím'],8,4c9157a19aa4f7d690794fc5584d38ba,4128362835,250430213,161,Bắc Ninh,19
( Kèm Video ) Giày lười nam chất liệu da bò mềm mại đế cao su siêu êm chân GM09,265000000,27,20%,61,,133,1992,1852,33000000000,26500000000,30000000000,33000000000,33000000000,4.947368,[133. 0. 0. 0. 7. 126],133,44,64,['Đen'. 'Nâu'],2,507f470456d6935a5f5111edc9db26fb,7520198147,150995869,2429,Hà Nội,58
[HÀNG LOẠI 1] Giày dép sandal cao gót nữ Ngọc Trinh 9phân đẹp quai mảnh đế nhọn công sở trẻ trung dự tiệc 2020,135000000,24,,6068,,125,9805,4983,0,13500000000,13500000000,-1,-1,4.864,[125. 2. 0. 2. 5. 116],125,53,73,['Đen'],1,f7be62efbdf1125935a7833ca5688dfb,3525339170,242736633,161,Thái Bình,30
Giày nam tăng chiều cao Huy Hoàng màu đen HP7189,993290000,13,29%,83,,120,164,1755,1.40E+11,99329000000,99329000000,1.40E+11,1.40E+11,4.915966,[119. 0. 1. 0. 7. 111],119,39,61,['38'. '39'. '40'. '41'. '42'. '43'],6,030ac24337bd972092a1da8994ce8bef,397405575,28700851,2429,TP. Hồ Chí Minh,0
(Kèm Video) Bot nữ cao cổ da đen sang chảnh,95000000,503,27%,4432,,2112,28558,52831,13000000000,9500000000,10500000000,13000000000,13000000000,4.795638,[2112. 35. 16. 51. 145. 1865],2112,720,1074,['35'. '36'. '37'. '38'. '39'],5,bd634bbe28b77d560e93195d171ed1a6,1506269938,72620972,161,Hà Nội,45
GIÀY NIKE  MÀU TRẮNG SIÊU CHẤT HÀNG ĐẸP HOT HIT 2020 . FREESHIP TOÀN QUỐC xịn xò,235000000,71,48%,265,,111,176254,12380,45000000000,23500000000,23500000000,45000000000,45000000000,4.792793,[111. 2. 1. 2. 8. 98],111,45,57,['36'. '37'. '38'. '39'. '40'. '41'. '42'. '43'],8,47c5ed213b347ab6ca59fa757bc5ba0a,6545860666,284613482,2429,Hà Nội,0
Giày đi mưa .giày đi biển form chuẩn chống trơn trượt. phù hợp cho mùa hè V163,50000000,26,50%,66,,177,3307,881,10000000000,5000000000,5000000000,10000000000,10000000000,4.920904,[177. 1. 1. 1. 5. 169],177,40,64,['Đen'. 'Trắng'. 'Cafe'. 'Hồng'],4,d9d1d7de601bb65d3aeecc6590fb75a8,7707110518,200133105,161,Hà Nội,0
GIÀY ĐỐC NAM DA LỘN CAO CẤP DA BÒ NHẬP KHẨU - BẢO HÀNH 12 THÁNG,155000000,58,35%,1596,,70,57,3991,23900000000,15500000000,15500000000,23900000000,23900000000,4.814286,[70. 1. 0. 2. 5. 62],70,26,44,['Đen Lộn'. 'Nâu Lộn'],2,70c1818b10ce7ccf1028fda2bd30842d,5124421619,125909994,2429,Hải Dương,41
Giày bít cao gót tiểu thư đính đá phale vàng ( CHUẨN SIZE ),219000000,78,50%,71,,40,107,4685,43800000000,21900000000,21900000000,43800000000,43800000000,5,[40. 0. 0. 0. 0. 40],40,19,27,['Bít phale vàng 9p'. 'Bít phale vàng 7p'. 'Bít phale Trắng 9p'. 'Bít phale Trắng 7p'],4,509490b82a3f995bf0187a75322c401e,4264500298,50009133,161,TP. Hồ Chí Minh,60
[FREESHIP] Giày jordan 4 off white bản chuẩn bao check lỗi kèm bảo hành từ shop,979000000,352,11%,138,,30,79736,10874,1.10E+11,97900000000,97900000000,1.10E+11,1.10E+11,4.933333,[30. 0. 0. 0. 2. 28],30,8,19,['Size 36'. 'Size 37'. 'Size 38'. 'Size 39'. 'Size 40'. 'Size 41'. 'Size 42'. 'Size 43'],8,58c819fdeda7bf0c3ba5c99bdeead46c,7563666413,302305911,161,Hà Nội,59
Giày Tăng Chiều Cao Nam - FREESHIP - Giày Nam Cao Cấp Thời Thượng GD36,390000000,62,,8905,,25,24,1957,0,39000000000,39000000000,-1,-1,5,[25. 0. 0. 0. 0. 25],25,5,23,['GIÀY DA'. '10 TẤT NAM'],2,41a7319b4beea5e6d42143ccaa0ee100,6915263288,32631768,2429,Hà Nội,0
Giày Boots. Giày Boot Nữ Lót Lông Bên Trong Phối Viền Chữ Kèm Dây Buộc Phong Cách Trẻ Trung Năng Động. Thời Trang Hàn,280500000,1758,15%,30,,3,8236,1334,33000000000,28050000000,28050000000,33000000000,33000000000,5,[3. 0. 0. 0. 0. 3],3,0,0,['Đen'. 'Kem'],2,9aef54694d05f7bf3796304f9939f39b,5868789582,18712100,161,TP. Hồ Chí Minh,32
Giày nữ LE BY LEMINO LB63K30,399000000,107,50%,40,,48,29,19091,80000000000,39900000000,39900000000,80000000000,80000000000,4.895833,[48. 1. 0. 0. 1. 46],48,10,20,['ĐEN'. 'HỒNG'. 'XANH'],3,bc4dbfe177133ea4d56d9dcaced0ad99,5261866597,118090329,161,Hà Nội,0
[Siêu cấp +Quà 50k] Giày PM 8 màu nam nữ cao cấp Full box,148000000,120,,122,,120,2032,5277,0,14800000000,16990000000,-1,-1,4.925,[120. 0. 1. 1. 4. 114],120,51,73,['Trắng đen+box'. 'Trắng đen+ đủ quà'. 'Trắng full+box'. 'Trắng full+đủ quà'. 'Phản quang+box'. 'Phản quang + đủ quà'],6,4a30d0261b146a93038eda0fd9d51a64,4153206881,125826166,161,Phú Thọ,36
Giày lười nam da bò cao cấp bảo hành 12 tháng R07,229000000,258,35%,14,,60,119079,1443,35000000000,22900000000,22900000000,35000000000,35000000000,4.95,[60. 0. 1. 0. 0. 59],60,4,10,['da bò đai cánh énR06'. 'da bò đen khóa ngang'],2,f1dab5548f896ac13f2e244c75c77050,3753887586,21127672,2429,TP. Hồ Chí Minh,0
Giày Lười Nam DA Cao Cấp Đế Cao Su Êm Cực Bền Hàng Việt Nam [CARO],139000000,41,7%,3530,,148,6056,2073,15000000000,13900000000,13900000000,15000000000,15000000000,4.75,[148. 2. 0. 9. 11. 126],148,31,68,['37'. '38'. '39'. '40'. '41'. '42'. '43'],7,8706b2863a72c14c1c93d35f73dda51c,5602408664,33556821,2429,Hà Nội,60
Giày Nam Thể Thao Phong Cách Trẻ Trung Năng Động Chất Liệu Vải Thể Thao Mềm. Đế Cao Su Non Đi Cực Êm - Mã sản phẩm: U71,169000000,87,37%,203,,90,55,4888,26999900000,16900000000,16900000000,26999900000,26999900000,4.888889,[90. 0. 1. 1. 5. 83],90,24,44,['39'. '40'. '41'. '42'. '43'. '44'],6,75cee9fcd5a96394744002826b05d434,6954289856,52608133,2429,Hà Nội,0
Có sẵn - Giày lolita đế xuồng bánh mỳ đế cao quai mary jane - ảnh thật - clip thật,260000000,30,13%,152,,29,53,1921,30000000000,26000000000,26000000000,30000000000,30000000000,4.965517,[29. 0. 0. 0. 1. 28],29,12,14,['Đen bóng'],1,48a76c68bc7eee92dec82c004e4ca6ef,4141274262,16761938,161,Đà Nẵng,10
Giầy Đá Cầu Mỏ Vịt (Da Lộn) - Tiêu chuẩn thi đấu,175000000,29,40%,29,,85,710,665,29000000000,17500000000,17500000000,29000000000,29000000000,4.858824,[85. 0. 0. 2. 8. 75],85,14,36,['35'. '36'. '37'. '38'. '39'. '40'. '41'. '42'. '43'. '44'],10,8fbf4f0568613c63258cb37c079fe3f9,1674398384,13623666,9675,Hà Nội,18
Giày nam thoáng khí thể thao Powman550 màu be đế mới cưc chất,63000000,146,50%,32,,83,381,4963,12500000000,6300000000,7300000000,12500000000,14500000000,4.746988,[83. 0. 1. 3. 12. 67],83,18,39,['Màu Be 39'. 'Màu Be 40'. 'Màu Be 41'. 'Màu Be 42'. 'Màu Be 43'. 'Đen Xanh 39'. 'Đen Xanh 40'. 'Đen Xanh 41'. 'Đen Xanh 42'. 'Đen Xanh 43'],10,8508b392703e39f5fa2a175732374013,7752796451,9701696,2429,Hà Nội,0
Giầy cầu lông chí phèo mã 005 hàng bình dân chất siêu tốt. form dáng chuẩn,159000000,17,,29,,46,852,657,0,15900000000,16900000000,-1,-1,4.868421,[38. 0. 0. 1. 3. 34],38,9,23,['Trắng viền xanh'. 'Trắng viền đỏ'. 'Đỏ yêu nước'. 'Xanh xám'. 'Đen '],5,d33c6682af01898fafb314e9bc3e07eb,308435110,22834711,9675,Hà Nội,0
[ full phụ kiện ] giày mc queen gót cao phiên bản mới 2020_Mcqueen độn đế [full bill + box + túi gói],239000000,54,47%,253,,47,385,6317,45000000000,23900000000,23900000000,45000000000,45000000000,4.87234,[47. 0. 1. 0. 3. 43],47,15,21,['Size'],1,0c3fe7313ae572bffbd8b44622a0ded6,4353199154,94106538,161,Thái Bình,19
Giày nhựa đi mưa. đi biển WNC NATlVE - Chất liệu nhựa xốp siêu nhẹ - Nhiều màu,129000000,193,48%,2557,,1716,576,4647,25000000000,12900000000,12900000000,25000000000,25000000000,4.928904,[1716. 7. 2. 18. 52. 1637],1716,407,674,['[Trắng full]'. '[Đen full]'. '[Xám nhạt/trắng]'. '[Đen viền trắng]'. '[Navy viền trắng]'. '[Xám đậm viền trắng]'],6,d362954b22266d5f1abf926fd244a77f,783245586,15023131,2429,Hà Nội,31
Giày nam tăng chiều cao 5cm Phản Quang WATAHHH cực chất - giày thể thao nam,140000000,1637,50%,1568,,2183,14,68528,28000000000,14000000000,14000000000,28000000000,28000000000,4.808433,[2183. 25. 15. 62. 153. 1928],2183,611,1007,['Trắng'. 'Đen'],2,bf60b697b145c308df0e7eecd182ce35,3213028355,9701696,2429,Hà Nội,22
Giày sandal nam cao cấp xuất khẩu thời trang Everest A572,179000000,98,42%,321,,456,163,3985,31000000000,17900000000,17900000000,31000000000,31000000000,4.942982,[456. 0. 1. 1. 21. 433],456,125,173,['39'. '40'. '41'. '42'. '43'],5,8a3caa2a9df3401ead5b873303d053c7,1529358422,17893078,2429,TP. Hồ Chí Minh,13
Giày Sandal cao gót 7p xỏ ngón dây mảnh chữ V cá tính siêu hot,119000000,758,49%,986,,743,105,31767,23500000000,11900000000,11900000000,23500000000,23500000000,4.9179,[743. 3. 0. 10. 29. 701],743,265,356,['Đen'. 'Trắng'],2,004f6da62fff3b97abf2fbfb0e903b07,7347503077,16619714,161,TP. Hồ Chí Minh,0
Giày Sandal Teramo hai quai ngang nam nữ - TRM,200000000,43,50%,553,,1174,3808,2956,40000000000,20000000000,20000000000,40000000000,40000000000,4.867347,[1176. 7. 10. 17. 64. 1078],1176,237,479,['34'. '35'. '36'. '37'. '38'. '39'. '40'. '41'. '42'. '43'],10,9f68af1bce623e37aded956a93c26a00,1375015664,81264408,2429,Hà Nội,60
[4 MÀU - LOẠI 1 ĐẸP] Giày sandal hoa cúc 3 quang ngang Ulzzang nâng độn đế cao 4cm trend màu đen/xanh cá tính mới đẹp,131000000,91,50%,21458,,1317,11285,6091,26100000000,13100000000,14500000000,26100000000,26100000000,4.935459,[1317. 0. 2. 13. 53. 1249],1317,530,701,['SANDAL 3 DAISY - ĐEN'. 'SANDAL 3 DAISY- XANH'. 'SANDAL 3 DAISY - BE'. '3 DAISY FULL BLACK'],4,be71b536e250ed381d8b807e171a5f64,5032436203,48818730,161,Hà Nội,60
giày cao gót hoa mặt trời trong suốt cao 7p êm chân mã X12/ S39,139000000,74,46%,859,,512,45,7955,25800000000,13900000000,13900000000,25800000000,25800000000,4.835616,[512. 9. 6. 8. 18. 471],512,137,188,['trong suốt'],1,906d4344e3c4cc677ba972096e52f327,2351550303,6054226,161,Hà Nội,15
💣[CHỈ 1 NGÀY] Giày Tây Nam Không Dây Lịch Lãm ( Quai Ngang ),100000000,156,50%,570,,1300,1485,5800,20000000000,10000000000,10000000000,20000000000,20000000000,4.811572,[1279. 13. 6. 31. 109. 1120],1279,192,552,['Size 38'. 'Size 39'. 'Size 40'. 'Size 41'. 'Size 42'. 'Size 43'],6,0c137a3990c061227396ba4f19c91b94,679862193,430163,2429,TP. Hồ Chí Minh,27
Giày slip on dáng cơ bản chất vải mềm nâng đế 3p êm chân mã 835,109000000,68,39%,3621,,2750,80,5702,17800000000,10900000000,10900000000,17800000000,17800000000,4.732435,[2751. 73. 41. 79. 162. 2396],2751,303,1327,['35'. '36'. '37'. '38'. '39'],5,e4ff62d9873a32e9bb6fd6b77a1ed2ba,1177271335,6054226,161,Hà Nội,22
Giày Thể Thao Nam Cao Cấp Chính Hãng - MRENG MS11,248000000,360,37%,11887,,1902,461,44574,39500000000,24800000000,24800000000,39500000000,39500000000,4.717288,[1903. 49. 16. 64. 166. 1608],1903,509,876,['Đen 39'. 'Đen 40'. 'Đen 41'. 'Đen 42'. 'Đen 43'. 'Đen 44'. 'Xám 39'. 'Xám 40'. 'Xám 41'. 'Xám 42'. 'Xám 43'. 'Xám 44'. 'Trắng 39'. 'Trắng 40'. 'Trắng 41'. 'Trắng 42'. 'Trắng 43'. 'Trắng 44'],18,9b78b98f74ef908a65ce89c8327f4a7f,2783092761,71726749,2429,Thái Bình,59
2C02 Dép 2 quai ngang nam nữ loại 1 nữ thời trang giầy thể thao êm chân thoáng mát đi trong nhà đi chơi,39999000,102,50%,4774,,2282,452,4834,7999800000,3999900000,5000000000,7999800000,10000000000,4.901526,[2288. 13. 12. 27. 71. 2165],2288,441,836,['Đen 36(cho chân 35)'. 'Đen 37(cho chân 36)'. 'Đen 38(cho chân 37)'. 'Đen 39(cho chân 38)'. 'Đen 40(cho chân 39)'. 'Đen 41(cho chân 40)'. 'Đen 42(cho chân 41)'. 'Đen 43(cho chân 42)'. 'Trắng 36(cho chân 35'. 'Trắng 37(cho chân 36'. 'Trắng 38(cho chân 37'. 'Trắng 39(cho chân 38'. 'Trắng 40(cho chân 39'],13,1675181407567cf1a92e6fc939de177b,1298762476,1736325,161,Hà Nội,28
Giày gót trong quai trong 7p GO7,105000000,64,47%,1130,,950,188,3337,19900000000,10500000000,10500000000,19900000000,19900000000,4.814932,[951. 13. 10. 19. 56. 853],951,251,395,['Đen'. 'Da'],2,1afaabeb6abcabe555abe6c4b7da0f45,1050096797,9564188,161,TP. Hồ Chí Minh,20
GIÀY CAO GÓT ĐÍNH ĐÁ - CÓ VIDEO QUAY THẬT SẢN PHẨM - KN5035,265000000,10,,803,,145,11,2733,0,26500000000,26500000000,-1,-1,4.848276,[145. 1. 2. 2. 8. 132],145,37,67,['đen'. 'bạc'. 'đồng'],3,37f6fc0c79e0a789c8326c3f01ee333a,1612094977,18654208,161,TP. Hồ Chí Minh,18
Giày thể thao nam Sport WWB đen viền đỏ đế giá siêu rẻ,65000000,1149,57%,278,,763,1369,42716,13000000000,6500000000,6500000000,13000000000,15000000000,4.588467,[763. 20. 18. 53. 74. 598],763,185,334,['Đen Đỏ'. 'Đen Xám'],2,b7a7b5593197f0bc9e5f1eb9ca3f7b0e,6737794201,9701696,2429,Hà Nội,0
GIÀY ĐÁ BÓNG MERCURIAL NT200 KHÂU FULL ĐẾ ĐỦ MÀU,179000000,107,15%,804,,401,406,7416,21000000000,17900000000,17900000000,21000000000,21000000000,4.805486,[401. 6. 3. 9. 27. 356],401,105,190,['Màu Cam'. 'Bạc Đế Cam'. 'Xanh chuối'. 'Trắng Đế Xanh'. 'Màu Đỏ'. 'Xanh Biển'. 'Đen đế Xám'. 'Xanh Ngọc'],8,ae8cbebde8b7ec8f7f050ae5f91c84f3,6502790020,77811334,9675,Hà Nội,60
GIÀY THỂ THAO NỮ CVS ĐẾ BÁNH MÌ KIỂU DÁNG CƠ BẢN,109000000,1160,27%,2257,,1032,8230,85251,15000000000,10900000000,10900000000,15000000000,15000000000,4.86227,[1032. 5. 1. 21. 77. 928],1032,530,661,['Trắng 36'. 'Trắng 37'. 'Trắng 38'. 'Trắng 39'. 'Trắng 39.'. 'Đen 36'. 'Đen 37'. 'Đen 38'. 'Đen 39'. 'Đen 39.'],10,a34db9ae33abc15c55ce35f914a84c36,7058184843,16278920,161,Hà Nội,29
Giày Lười Vải Nam Đế Cao Lỗ Thoáng Khí Màu Đen Ts60,99000000,86,45%,2255,,568,1016,3875,18000000000,9900000000,9900000000,18000000000,18000000000,4.892606,[568. 0. 1. 11. 36. 520],568,112,201,['39'. '40'. '41'. '42'. '43'],5,2aab5704bdd0e89eae43bcd3b044183a,2712220549,63200167,2429,Hà Nội,17
Giày boot chiến binh cao cổ buộc dây da PU màu đen đế 5cm TGS115,109000000,783,39%,722,,517,285,38502,17800000000,10900000000,10900000000,17800000000,17800000000,4.781008,[517. 9. 6. 14. 35. 453],517,282,336,['36'. '37'. '38'. '39'],4,e2fa51745110feff29664061172f7e33,7859129697,54405653,161,Hà Nội,45
Giày Cao Gót Hở Eo 9P - VNXK Cao Cấp - Full size 34-40,224000000,470,30%,14711,,92,174014,2506,32000000000,22400000000,22400000000,32000000000,32000000000,4.880435,[92. 2. 1. 0. 0. 89],92,34,40,['Trắng'. 'Kem'. 'Xanh Dương'. 'Đỏ'. 'Đen'],5,0d48b700256e0a95624a996950181b34,6318781403,219359487,161,TP. Hồ Chí Minh,0
giày sandal trơn hai dây mảnh gót 5p êm chân mã s9,99000000,45,50%,864,,1065,72,2864,19800000000,9900000000,12870000000,19800000000,19800000000,4.799625,[1068. 20. 11. 24. 53. 960],1068,317,480,['Đen'. 'bạc'. 'vàng'. 'nâu chì'],4,116aab599bfaf9a22cd2fc951d706c6c,1905120777,6054226,161,Hà Nội,44
Giày Cao Gót 9P Quai Trong  - VNXK Cao Cấp - Sang Chảnh Quý Phái - Full Size 34-40,224000000,507,30%,14651,,56,19375,2133,32000000000,22400000000,22400000000,32000000000,32000000000,4.964286,[56. 0. 0. 1. 0. 55],56,19,26,['In Hình Đen Lv'. 'Trắng Gót Nhọn'. 'Trắng Gót Ys'],3,dcde51442206058a61d0b9df6ac30db2,4015119849,219359487,161,TP. Hồ Chí Minh,0
(FREE SHIP toàn quốc) 3 màu giày thể thao nữ 2 dây kép gắn mác JINTU,125000000,392,50%,4547,,1563,18869,36135,25000000000,12500000000,12500000000,25000000000,25000000000,4.817019,[1563. 19. 6. 39. 114. 1385],1563,495,733,['Trắng đen'. 'Trắng vàng'. 'Trắng cam'],3,38230409458fab44f2447c10954769c2,6502711086,21244515,161,Hà Nội,0
FSS22Feb hoàn 20% tối đa 20k xu Giày nhựa đi mưa 3p hàng chuẩn Alina . giày công sở 3 màu đen. kem. xanh V158,50000000,48,50%,149,,324,1317,1324,10000000000,5000000000,5000000000,10000000000,10000000000,4.888889,[324. 3. 1. 3. 15. 302],324,113,172,['Đen'. 'Kem'. 'Xanh'],3,61603324496953e43fb81333d1023012,3604238520,12392251,161,Hà Nội,0
Giày Bốt nữ / boot nữ cao cổ ulzzang mới 2020,120000000,560,40%,1302,,590,41,42988,20000000000,12000000000,12000000000,20000000000,20000000000,4.835593,[590. 9. 3. 11. 30. 537],590,259,324,['35'. '36'. '37'. '38'. '39'],5,ed96aa885ebaf09408db70feb5ba329c,6354122495,136041676,161,Hà Nội,23
GIÀY CAO GÓT NỮ 2CM THẮT NƠ NGANG CỔ CHÂN_HOT 2019 [form rộng],67000000,75,3%,933,,415,3085,7804,6900000000,6700000000,6700000000,6900000000,6900000000,4.775904,[415. 8. 4. 11. 27. 365],415,102,152,['Nơ cổ chân đen'. 'Nơ cổ chân kem'],2,35af1286977813aba452c6befe689e72,2702319767,151223348,161,Hà Nội,31
GIÀY SANDAL NỮ CỘT DÂY CHIẾN BINH,69500000,49,23%,1458,,841,77,2945,9000000000,6950000000,6950000000,9000000000,9000000000,4.843826,[826. 9. 4. 19. 43. 751],826,237,347,['Đen35'. 'Đen36'. 'Đen37'. 'Đen38'. 'Đen39'. 'Nâu35'. 'Nâu36'. 'Nâu37'. 'Nâu38'. 'Nâu39'],10,d28fa0b2eb5e6dc55bcb5cf06d2da3a4,285876928,9564188,161,TP. Hồ Chí Minh,0
Giầy thể thao siêu đẹp (LƯU Ý PHOM TO ĐẶT LÙI 1 SIZE),119000000,47,46%,5803,,2737,10,21538,22000000000,11900000000,11900000000,22000000000,22000000000,4.707406,[2741. 61. 42. 97. 238. 2303],2741,530,1184,['Đen 35'. 'Đen size 39'. 'Đen 37'. 'Đen 38'. 'Đen 39'. 'Trắng kẻ xanh 35'. 'Trắng kẻ xanh size37'. 'Trắng kẻ xanh 37'. 'Trắng kẻ xanh 38'. 'Trắng kẻ xanh 39'. 'Trắng hồng 35'. 'Trắng hồng size37'. 'Trắng hồng 37'. 'Trắng hồng 38'. 'Trắng hồng 39'],15,f825a6b008572bc872b4408a1af0df28,1523787330,16278920,161,Hà Nội,25
Giày Thể Thao Nam Cao Cấp Chính Hãng - MRENG MS01,169000000,58,41%,11323,,1011,1743,7871,28500000000,16900000000,16900000000,28500000000,28500000000,4.762611,[1011. 14. 8. 38. 84. 867],1011,238,419,['Trắng'. 'Đen'],2,56b1c0657bec667d80f8bb32faf44764,2069930029,71726749,2429,Thái Bình,57
[ Chuẩn 1:1 bản Vault ] Giày thể thao nam nữ đẹp. giày học sinh trắng đen,250000000,163,44%,241,,107,79970,10853,45000000000,25000000000,25000000000,45000000000,45000000000,5,[107. 0. 0. 0. 0. 107],107,33,62,['Vault đen'],1,9b2a2030d155e6f6e9ac555edbd0cde2,6761534423,327812920,2429,TP. Hồ Chí Minh,0
Giày Cao Gót 9P - Hàng VNXK - Sang chảnh Quý Phái - 4 màu full size 34-40,220000000,711,,14817,,100,55015,1469,0,22000000000,22000000000,-1,-1,4.95,[100. 0. 0. 1. 3. 96],100,33,45,['Trắng'. 'Đen'. 'Kem'. 'Đỏ'],4,6091661ed4e728230f5d56996bb6dc8a,7015116865,219359487,161,TP. Hồ Chí Minh,0
Giày Thể Thao Nữ 💓SV01💓Phiên Bản Mới💓HotTrend 2020💓Cá Tính💓Xinh Xắn💓Chất Liệu Thoáng Khí💓Cực Êm (Kèm Quà Tặng),69000000,361,44%,23066,,543,18299,95290,9900000000,6900000000,17900000000,9900000000,31900000000,4.94291,[544. 0. 3. 5. 15. 521],544,205,288,['Hồng'. 'Xanh'. 'Trắng'. 'Tất nữ(10 đôi)'],4,2589abaf4bd3b0749f270c0580641897,3640117208,274985694,161,Hưng Yên,31
HÀNG MỚI VỀ THÊM_Giày Thể Thao Nữ Trắng S15,49000000,665,19%,1819,,1281,4115,72137,4900000000,4900000000,12900000000,4900000000,16000000000,4.873437,[1281. 10. 3. 27. 59. 1182],1281,497,678,['kem'. 'trắng'],2,5526209b424aadbcb566f194f9fbcd73,5512648296,136041676,161,Hà Nội,0
(Order 7-10 ngày) Giày sneakers nam nữ mác vuông logo phản quang in chữ new art,258000000,133,14%,2386,,263,815,51282,30000000000,25800000000,25800000000,30000000000,30000000000,4.942966,[263. 0. 0. 3. 9. 251],263,132,166,['36'. '37'. '38'. '39'. '40'. '41'. '42'. '43'. '44'],9,591de9e72b282b3f189296cbcb162b85,3830330784,23615635,161,Hà Nội,15
[KÈM ẢNH THẬT] Giày cao gót đá 5 phân quai ngang hở gót,97500000,38,50%,645,,616,49402,3270,19500000000,9750000000,9750000000,19500000000,19500000000,4.905997,[617. 4. 3. 6. 21. 583],617,157,252,['Size 35'. 'Size 36'. 'Size 37'. 'Size 38'. 'Size 39'],5,a95177c04d590f40d28b7503c2877cd3,1452611001,85896128,161,TP. Hồ Chí Minh,20
Giày thể thao nữ Ulzzang Eyty nâng độn đế cao 5cm răng cưa to mềm thoáng cá tính năng động màu đen trơn/kem [VIDEO THẬT],159000000,265,50%,22039,,890,231,25325,31800000000,15900000000,17900000000,31800000000,31800000000,4.925759,[890. 2. 4. 5. 39. 840],890,365,493,['EYTYS ● ĐEN TRƠN'. 'EYTYS ● KEM'],2,e80da897a14e77288229d8045e9041f3,5225784140,48818730,161,Hà Nội,51
Giày thể thao độn đế gót nạm viền mới thu đông 2020_hàng về,65000000,728,36%,2425,,782,1155,125737,7000000000,6500000000,15980000000,7000000000,25000000000,4.888889,[783. 5. 4. 8. 39. 727],783,318,451,['trắng 35'. 'trắng 36'. 'trắng 37'. 'trắng 38'. 'trắng 39'. 'set 10 đôi tất hoa'. 'đen sz 36'. 'đen sz 37'. 'đen sz 38'. 'đen sz 39'. 'đen sz 40'. 'trắng sữa 40'. 'kem 35'. 'kem 36'. 'kem 37'. 'kem 38'. 'đen 35'],17,76cd90b71783b22561c1329fb89b4718,5051246394,136041676,161,Hà Nội,14
(CÓ SẴN - Video.Ảnh thật) Giày Boot Da Cổ Cao Kèm 2 Kiểu Dây,279500000,75,4%,1901,,375,31,6260,29000000000,27950000000,27950000000,29000000000,29000000000,4.973333,[375. 0. 0. 2. 6. 367],375,175,211,['Size35'. 'Size36'. 'Size37'. 'Size38'. 'Size39'],5,da79d550911006874ddf28672bbd0b9a,3502457006,109637820,161,Hà Nội,9
freeship có sẵn giày OXFORD DA LÌ có ảnh thật cuối,40000000,83,,7407,,94,540,13577,0,4000000000,14500000000,-1,-1,4.957447,[94. 0. 0. 0. 4. 90],94,44,61,['Đen'. 'Nâu'],2,9bc6df239eecb3d928e082126c33d43c,6257492854,323411533,161,Hà Nội,0
Giày Thể Thao Ulzzang 2 dây JIntu viền màu Siêu hot 2020_FREESHIP_SẴN,119000000,132,41%,2542,,1313,76,9992,14900000000,11900000000,12200000000,14900000000,20000000000,4.887281,[1313. 8. 6. 12. 74. 1213],1313,456,644,['viền đen'. 'viền cam'. 'viền vàng'],3,acfd26991022f15a8b4af451d215850e,2602363690,136041676,161,Hà Nội,0
Giày sục nữ màu trơn. sục nữ giá rẻ. giày thể thao snecker dây buộc 3 màu đen vàng trắng. giày học sinh hiêu hot trơn,74000000,49,43%,2325,,226,6019,10632,13000000000,7400000000,8500000000,13000000000,13000000000,4.946903,[226. 0. 0. 2. 8. 216],226,85,110,['Trắng'. 'Đen'. 'Vàng'],3,38d7239f4389283b9a971043425e0771,2557962497,21244515,161,Hà Nội,0
(3 MÀU) Giày thể thao nữ độn đế răng cưa viền phản quang hót hít cá tính,135000000,410,29%,1583,,567,5083,37418,19000000000,13500000000,14500000000,19000000000,19000000000,4.895944,[567. 3. 1. 9. 26. 528],567,229,320,['Đen'. 'Kem'. 'Trắng'],3,57b6ae78e9dccf7ceb4ebcd62f31f1fb,5253041220,225185899,161,Hà Nội,0
