Name,price,sold,discount,liked-count,ads_keyword,cmt_count,stock,view_count,price_before_discount,price_min,price_max,price_min_before_discount,price_max_before_discount,rating_star,rating_count,rating_count_total,rcount_with_image,rcount_with_context,options,options_count,image,itemid,shopid,catid,shop_location,video_info_list_duration,stt
🌟HCM🌟🌺FREESHIP 99K🌺️⚡Hot Trong Năm Áo Khoác Kaki Nam ⚡AKK02-Vivian2000,99000000,42,,359,,29,14849883,791,0,9900000000,9900000000,-1,-1,4.724138,[29. 0. 0. 2. 4. 23],29,10,15,['Vàng'. 'Cam Đất'. 'Xanh Rêu'. 'Đen'. 'Hồng'],5,ed2be28590f9ea97e1324e0aa58a8a78,6910585388,85264761,78,TP. Hồ Chí Minh,0,1831
Áo Dạ Nam Dáng Dài Phong Cách Hàn Quốc,369000000,18,,76,,25,188,2522,0,36900000000,36900000000,-1,-1,4.8,[25. 0. 1. 1. 0. 23],25,6,10,['Đen'. 'Xám nhạt'. 'Xám đậm'. 'Xanh đậm'],4,d68d79d3cf61fd99e943870138ba4a92,2880992052,29532332,78,Hà Nội,0,1832
"Áo khoác nỉ - Áo Hoodie nam - Chất liệu nỉ da cá mềm mịn, kiểu dáng trẻ trung, năng động, mặc là đẹp",150000000,288,46%,706,,25,1133,4710,28000000000,15000000000,15000000000,28000000000,28000000000,4.76,[25. 1. 0. 1. 0. 23],25,0,23,['Đen'. 'Than'. 'Đỏ'. 'Ghi tối'],4,be25a46c8e47f8b7fe49bfbebe340f8f,7767747310,349486617,78,Hà Nội,0,1833
[Hàng Thu Đông] Áo Hoodie Nam Nữ Xanh Donut Chất Cotton Da Cá  Freesize,199000000,21,7%,181,,25,16789,11680,21500000000,19900000000,19900000000,21500000000,21500000000,4.16,[25. 3. 3. 0. 0. 19],25,10,18,['xanh dương'],1,062964f8307bdb5fb9fe0eafb2bddd16,7457659625,311686639,78,Hà Nội,10,1834
[RẺ VÔ ĐICH]Áo khoác kaki jean màu rêu [CÒN HÀNG],139000000,32,30%,162,,54,1204,5175,19900000000,13900000000,13900000000,19900000000,19900000000,4.685185,[54. 0. 0. 6. 5. 43],54,11,17,['L'. 'XL'. 'M'],3,e3aa90f0482b1eec4193c555f7c7a9f1,4214648194,171455323,78,TP. Hồ Chí Minh,0,1835
Áo thun trơn unisex New Logo màu đen local brand ONTOP,175000000,27,,200,,166,50,2400,0,17500000000,17500000000,-1,-1,4.96988,[166. 0. 0. 1. 3. 162],166,34,73,['M'. 'L'. 'XL'],3,881ffd7a9337be471d1b8a93a229a289,7002007208,131941530,78,Đà Nẵng,0,1836
Áo Khoác Nam - Áo Khoác Dù JMJH Họa Tiết Cá Tính Phong Cách Trẻ Trung,99000000,663,43%,9929,,36,21027,610,17500000000,9900000000,9900000000,17500000000,17500000000,4.972222,[36. 0. 0. 0. 1. 35],36,3,5,['TRẮNG - ĐEN'. 'CAM - ĐEN'. 'XANH - ĐEN'],3,aed05e2d44f5721ae3c88f4add66c14e,7146266321,295873772,78,TP. Hồ Chí Minh,0,1837
Áo Thun Nam Polo Ngắn Tay Phối Màu Đẹp MEN RSP044 | Áo Phông Nam Có Cổ Riooshop,124000000,26,41%,41,,109,546,1111,21000000000,12400000000,12400000000,21000000000,21000000000,4.926606,[109. 1. 0. 1. 2. 105],109,24,33,['Xám'. 'Đỏ'. 'Xanh rêu'],3,31e61919fea6c2bb4fdc4e8bc7ec7bf7,5930819955,12606109,78,TP. Hồ Chí Minh,0,1838
"Áo khoác gió nam,chất vải dù hai da,cá tính trẻ trung,NUCA 007 tcs",179000000,127,,0,,20,59595,294,0,17900000000,17900000000,-1,-1,5,[20. 0. 0. 0. 0. 20],20,0,17,['Màu đỏ 007'. 'Màu đen 020'. 'Màu xám 011'. 'Màu đen 026'],4,e6ba0853185dc2a447e2f69590a1a281,6857423992,136078071,78,TP. Hồ Chí Minh,0,1839
Áo Khoác Nam - Áo Khoác Nhẹ Chất Kaki  DR777RITA  Logo Cánh Chim (XANH) DRMT,109000000,91,43%,4,,22,44625,396,19000000000,10900000000,11900000000,19000000000,19000000000,5,[22. 0. 0. 0. 0. 22],22,0,16,['XANH'],1,b975c5e82ca6765ac5bd0b494a01eb94,5157601653,9625510,78,TP. Hồ Chí Minh,0,1840
"Áo khoác jean nam,chất vải bò,cá tính trẻ trung,NUCA 007 TCS",199000000,133,,11,,28,14581,1178,0,19900000000,19900000000,-1,-1,4.785714,[28. 1. 0. 1. 0. 26],28,2,24,['Màu xanh nhạt'],1,9fa06018af1df19ee10ad3ebf6e5c59e,2176583327,136078071,78,TP. Hồ Chí Minh,0,1841
Áo Thun Nam (Nữ) Tay Dài Mẫu Mới Nhất 💙 Vải mềm mịn giữ ấm co dãn tốt.,109450000,76,45%,30,,19,3306,601,19900000000,10945000000,19900000000,19900000000,19900000000,5,[19. 0. 0. 0. 0. 19],19,8,10,['Trắng bbr'. 'Đen bbr'. 'Xanh Pdara'. 'Trắng Pdara'. 'Đen Pdara'. 'Trắng có Nón bbr'. 'Đen có Nón bbr'],7,00dbbdd853715451451ca7053a7cb540,5860672927,272162596,78,TP. Hồ Chí Minh,0,1842
Áo sơ mi caro Unisex nam nữ form rộng mẫu mới William Store - MT01,95000000,39,13%,1921,,630,961,1478,10900000000,9500000000,9500000000,10900000000,10900000000,4.75873,[630. 10. 6. 17. 60. 537],630,89,226,['XÁM'. 'ĐỎ'. 'XANH'],3,683d74f80ac49a3e45fdd8a4ad942a3d,2133697905,11348336,78,TP. Hồ Chí Minh,13,1843
Áo thu đông nam dài tay chất nỉ Thái phối logo ngực hàng may đep dày mịn mã SW21,99000000,70,23%,48,,24,302,6290,12900000000,9900000000,9900000000,12900000000,12900000000,4.958333,[24. 0. 0. 0. 1. 23],24,5,14,['Màu Đen'. 'Màu Trắng'. 'Màu Xám'. 'Màu Đỏ'],4,29dbc8d7e6ea43d74ab2fafa8282ec6f,7259546166,258980848,78,Hà Nội,0,1844
(HOT) Áo Sơ Mi Nam Cộc Tay trẻ trung cao cấp Loại Đẹp,89000000,265,31%,2301,,25,146322,1329,12900000000,8900000000,8900000000,12900000000,12900000000,4.92,[25. 0. 0. 1. 0. 24],25,3,18,['MÀU ĐEN'. 'MÀU TRẮNG'. 'MÀU XANH NHẠT'],3,6c868b7c2fed0a2851dbbdf9f23d471f,2070685650,104022075,78,Hà Nội,0,1845
ÁO LEN NAM CỔ TRÒN ĐỦ MÀU AL15,120000000,224,,52,,133,62600,5154,0,12000000000,12000000000,-1,-1,4.81203,[133. 1. 1. 5. 8. 118],133,42,67,['đen'. 'đỏ'. 'trắng'. 'Xám đậm'. 'xanh than'. 'Kem sữa'. 'xám nhạt ghi'],7,29905e19271820b321fa122938dc511a,2582364077,38038824,78,Hà Nội,29,1846
Áo Thun Tay Lỡ Nam Nữ Urban Outfits Dáng Unisex Shopee Form Rộng Big Size 100kg In 100% Cotton ATO03 Freeship Đơn 50k,135000000,25,50%,4131,,86,4723,1923,27000000000,13500000000,13500000000,27000000000,27000000000,4.895349,[86. 2. 0. 0. 1. 83],86,27,40,['ĐEN'. 'TRẮNG'. 'TÍM'. 'XANH LÁ'. 'HỒNG'. 'VÀNG NGHỆ'. 'NUDE'. 'XANH BLUE'. 'RUỐC'. 'XÁM TIÊU'. 'XANH XI MĂNG'. 'NAVY'],12,900383b788430d5ae3f60e0b47c51036,3431401528,190417406,78,TP. Hồ Chí Minh,0,1847
Áo sơ mi nam dài tay Hàn Quốc dáng ôm sơ mi nam trắng cổ bẻ vải lụa thái chống nhăn chống xù,85000000,80,35%,634,,44,102186,1586,13000000000,8500000000,8900000000,13000000000,13000000000,4.906977,[44. 1. 0. 1. 2. 40],44,10,21,['-SML-ĐEN'. '-SML-TRẮNG CÚC TRẮNG'. '-SML- ĐỎ ĐÔ'. '-SML- TRẮNG CÚC ĐEN'. '-SML- XANH NHẠT'. '-SML- XANH ĐẬM'. '-SML- Xám'],7,abca5311e508e14258e1ae8143cf2a0a,4555208613,316680686,78,TP. Hồ Chí Minh,60,1848
Áo nam đẹp unisex cotton 9 Fashion A11 áo nam nữ phông trắng cotton,100000000,60,,0,,5,563,0,0,10000000000,10000000000,-1,-1,4.6,[5. 0. 0. 0. 2. 3],5,0,4,[''],1,e46b75363deecb2276843e429ef21146,4968313331,348538235,77,Bình Thuận,0,1849
Áo nam unisex  cao cấp 9 Fashion T10 áo unisex tay ngắn không cổ chất vải cotton mềm in hình GẤU BEARBY  * CAM KẾT TỪ SH,80000000,57,,0,,5,876,6,0,8000000000,8000000000,-1,-1,4.8,[5. 0. 0. 0. 1. 4],5,0,4,[''],1,760a36a58653d875e3c239d995aaf341,4068313648,348538235,77,Bình Thuận,0,1850
Áo nam unisex cao cấp 9 Fashion T10 áo unisex tay ngắn không cổ chất vải cotton mềm in hình GẤU BEARBY,70000000,55,,0,,5,563,6,0,7000000000,7000000000,-1,-1,4.8,[5. 0. 0. 0. 1. 4],5,0,4,[''],1,9ebd7733db23c2b36e7ef4e95cf9c937,8702700920,348538235,77,Bình Thuận,0,1851
Áo SKY TIE-DYE,337000000,111,,364,,100,5,6156,0,33700000000,33700000000,-1,-1,4.88,[100. 0. 0. 4. 4. 92],100,23,44,['SKY'],1,e8cf14ec54d2135c6a02317bb56debec,7944475787,77577213,78,TP. Hồ Chí Minh,0,1852
( VIDEO THẬT) ÁO GIÓ 2 MẶT 2 LỚP - THOÁNG MÁT THÍCH HỢP CHO NAM NỮ,117000000,76,31%,31,,70,1321,2527,16900000000,11700000000,11700000000,16900000000,16900000000,4.814286,[70. 2. 1. 0. 2. 65],70,25,38,['Xám Cam'. 'Đen Xám'. 'Than Xám'. 'Đen Rêu'],4,ed1fd13b3ac9291c77b3fb9ec0a2154b,3748010993,153952580,78,Hà Nội,60,1853
"[GIÁ XƯỞNG] ÁO PHAO SIÊU NHẸ, SIÊU ẤM - ÁO PHAO LÔNG VŨ TÍCH HỢP NAM NỮ",229000000,16,35%,22,,18,4253,3566,35000000000,22900000000,22900000000,35000000000,35000000000,5,[18. 0. 0. 0. 0. 18],18,7,10,['ĐEN'. 'THAN'. 'GHI'],3,17f0c8ed87625ea08b0af0a49fe58950,7960206833,222293336,9675,Hà Nội,43,1854
Áo thun unisex Basic MD màu trắng local brand ONTOP,225000000,32,,98,,86,17,1396,0,22500000000,22500000000,-1,-1,5,[86. 0. 0. 0. 0. 86],86,12,20,['M'. 'L'. 'XL'],3,d03255115a888a339c836a4753f86ef2,5131692741,131941530,78,Đà Nẵng,0,1855
"Áo phượt ""Đi thật xa để thèm được về nhà""",250000000,0,,565,,108,265,29,0,25000000000,25000000000,-1,-1,5,[57. 0. 0. 0. 0. 57],57,0,18,[''],1,8f39905981c5972ae7707107e047dce0,218465,40899,78,Phú Thọ,0,1856
"⚡️[CHỈ 1 NGÀY] - Áo hoodie Fear of god double hoodie, áo hoodie fog 2 mũ",600000000,54,25%,140,,31,37,6559,80000000000,60000000000,60000000000,80000000000,80000000000,4.967742,[31. 0. 0. 0. 1. 30],31,6,12,['S (40-58kg)'. 'M (55-65kg)'. 'L (65-75kg)'. 'XL (75-95kg)'],4,95864996936bcd24c7d0425b4670f9d4,5408379565,111955879,78,Hà Nội,0,1857
Áo khoác da lộn nam Cao cấp đẹp 95HOST JK030,490000000,29,30%,110,,57,147,2158,70000000000,49000000000,49000000000,70000000000,70000000000,4.912281,[57. 0. 0. 1. 3. 53],57,16,31,['VÀNG'. 'ĐEN '. 'XÁM'. 'CÀ PHÊ SỮA'],4,c13f682be388534ab28945c874dd99ba,1626119812,99935622,77,Ninh Bình,0,1858
"Áo Khoác dù nam BONADO BAK25 (Xanh Đen, Đỏ, Đen)",179000000,10,40%,2820,,1051,1712,993,29900000000,17900000000,17900000000,29900000000,29900000000,4.811637,[1014. 10. 9. 32. 60. 903],1014,67,710,['Đỏ XL (65- 75kg)'. 'Đỏ L (56- 65kg)'. 'Xanh  L (56- 65kg)'. 'Xanh M (50-55kg)'. 'Đen L (56- 65kg)'. 'Xanh XL (65- 75kg)'. 'Đỏ M (50-55kg)'. 'Đen M (50-55kg)'. 'Đen XL (65- 75kg)'],9,079d5220ae1cd554a76aaf35d25b7c8c,775900211,30887157,78,TP. Hồ Chí Minh,0,1859
"Áo khoác nam bomber chống gió giữ ấm 2 lớp cao cấp , áo khoác nam nữ thời trang unisex cặp đôi",175000000,8,38%,12,,18,579,3388,28000000000,17500000000,17500000000,28000000000,28000000000,5,[18. 0. 0. 0. 0. 18],18,7,9,['AOKHOAC-nâu'. 'AOKHOAC-xanh than'. 'AOKHOAC-đen'],3,cb85227840f620bf544431227ba02c55,6760535240,138829841,78,Hà Nội,0,1860
[SALE 45%] - Áo sơ mi nam dài tay cổ bẻ vải cotton lụa thái chống nhăn chống xù cực sang trọng,99000000,108,45%,16,,47,5032,1775,18000000000,9900000000,9900000000,18000000000,18000000000,5,[47. 0. 0. 0. 0. 47],47,15,18,['SM LỢT PASTEL'. 'SM XÁM XANH '. 'SM BIỂN '. 'SM ĐỎ ĐÔ '. 'SM XANH ĐEN '. 'SM TRẮNG'. 'SM ĐEN '],7,975ac0eb98d1c1cfac0519c476fc9125,4458673573,296694982,78,TP. Hồ Chí Minh,0,1861
"FREESHIP 50K - Áo Thun Space Nam, Nữ Form Rộng",38000000,33,46%,342,,290,1097,1556,7000000000,3800000000,3800000000,7000000000,7000000000,4.917241,[290. 0. 0. 5. 14. 271],290,122,156,['Xanh cô ban'],1,b1aea264cda9ce9797ec59f12ab30ca8,6019610728,51540483,77,Hà Nội,0,1862
ÁO BA LỖ HÀNG HÀ NỘI VIỆT NAM COTON MỎNG Al_03,15900000,364,30%,234,,759,786,4811,2280000000,1590000000,1590000000,2280000000,2280000000,4.882895,[760. 3. 3. 17. 34. 703],760,417,468,['M (50 - 65KG)'. 'L (60 - 75 KG).'. '2L (70 - 80kg)'],3,4ff0f0c2ad2cab2e656c5093a045df23,2764925931,167710204,78,Hà Nội,0,1863
Áo nỉ chui đầu tay dài in họa tiết Stitch phong cách thể thao thời trang,85000000,29,42%,254,,45,1204,21714,14666600000,8500000000,8500000000,14666600000,14666600000,4.733333,[45. 1. 0. 2. 4. 38],45,14,20,['Blue'. 'White'. 'Green'],3,6e60a5f5f7cb21e61f55034921a295e7,3426103166,119779355,78,Nước ngoài,0,1864
"Áo sơ mi nam MAGNOR trơn, ngắn tay, gấp cổ (5 màu)",148000000,61,38%,180,,601,176,1318,24000000000,14800000000,14800000000,24000000000,24000000000,4.928453,[601. 1. 2. 7. 19. 572],601,144,263,['Trắng tinh (TR1)'. 'Trắng Kem (TR2)'. 'Đen (De1)'. 'Xanh dương (X1)'. 'Xanh lơ (X6)'],5,2c62ddcbc70e34ace24f9fdbc1c34a42,2624597113,82088804,78,Hà Nội,60,1865
Áo khoác thể thao nam nữ thun poly 2 da cực đẹp,119000000,216,34%,2494,,254,6992,25571,18000000000,11900000000,11900000000,18000000000,18000000000,4.838583,[254. 2. 1. 7. 16. 228],254,67,116,['ĐEN SỌC ĐEN'. 'ĐEN SỌC TRẮNG'. 'XANH SỌC TRẮNG'],3,bf03e3042acc0ee56abe89ddf57e7325,3649445084,287457008,78,TP. Hồ Chí Minh,54,1866
Áo Sơ Mi Nam Tay Dài đẹp hàn quốc DR779XM Sọc Caro Vuông,79000000,421,44%,8,,47,59373,713,14000000000,7900000000,7900000000,14000000000,14000000000,5,[47. 0. 0. 0. 0. 47],47,0,21,[' SỌC XANH TRẮNG'],1,deb631a743159d801b8acfe511c0d7d3,6158644111,94291560,78,TP. Hồ Chí Minh,0,1867
Áo Vest Nam Form Ôm Body Chất Liệu Vải Dày Mịn ( Đen ),399000000,10,,786,,100,472,1589,0,39900000000,39900000000,-1,-1,4.86,[100. 1. 0. 1. 8. 90],100,19,55,['Size S'. 'Size M'. 'Size L'. 'Size XL'. 'Size XXL'. 'Size 3XL'],6,c9c19193dd8a0a976126eccdcc112f9b,1406512978,67316437,78,TP. Hồ Chí Minh,0,1868
"Áo sơ mi - Áo sơ mi nam cao cấp - dáng slimfit cực đẹp, chất vải lụa mềm mịn, thoáng mát, tôn dáng người mặc",135000000,81,45%,8,,28,11335,462,24500000000,13500000000,13500000000,24500000000,24500000000,4.892857,[28. 0. 1. 0. 0. 27],28,10,27,['Kẻ trắng'. 'Kẻ sọc trắng'. 'Kẻ than'. 'Kẻ nâu'. 'Kẻ xanh'. 'Kẻ đen'. 'Kẻ đỏ'],7,7879b992a67df29451d73dc5b9933f81,5059168470,319662493,78,Hà Nội,0,1869
Áo Sơ Mi Hoạ Tiết Floral Painted Tay Ngắn Nam Zuman . Chất lụa chéo ASM18,195000000,22,44%,75,,28,62,10628,35000000000,19500000000,19500000000,35000000000,35000000000,4.785714,[28. 0. 0. 2. 2. 24],28,2,7,['M'. 'L'. 'XL'. 'XXL'],4,e2d11e3ab4eb8f8228f37f46b1400389,6453792784,312621176,78,TP. Hồ Chí Minh,41,1870
"[Mẫu mới Unisex] Sale giá sốc, Áo khoác gió lót lông cừu chống nước, Nam nữ mặc quá Ok. Mềm nhẹ, Ấm áp mùa yêu thương!!!",168000000,93,50%,53,,50,85,7603,33500000000,16800000000,16900000000,33500000000,33500000000,4.7,[50. 1. 1. 2. 4. 42],50,13,26,['A.Lông cừu - Đen'. 'A.Lông cừu - Xám'. 'A.Lông cừu - X. Than'. 'A.Lông cừu -X. Rêu'. 'A.Lông cừu - Đỏ đô'. 'A.Lông cừu -Ghi sáng'],6,35e5f4c910ace9a45c01218a482fa192,4257857451,80390572,78,Hà Nội,0,1871
Áo hoodie trùm đầu in hình họa tiết Bảo Đăng,65000000,169,46%,377,,301,1278,11919,12000000000,6500000000,6500000000,12000000000,12000000000,4.76412,[301. 6. 2. 11. 19. 263],301,69,117,['ĐEN rồng lửa'. 'VÀNG rồng lửa'. 'TRẮNG  rồng lửa'],3,d5b284ef5c13c320ea4d7775996130d0,2607148304,70677296,78,TP. Hồ Chí Minh,0,1872
"Áo thun T - Shirt 4 màu thương hiệu Rainbow SH001 chất liệu 100% cotton thấm hút mồ hôi, trẻ trung, năng động",125000000,32,50%,11,,70,46,642,25000000000,12500000000,12500000000,25000000000,25000000000,5,[70. 0. 0. 0. 0. 70],70,10,16,['Đen '. 'Trắng'. 'Xám khói '. 'Xanh Mint'],4,b2433795021424ccdc4255cd83a8e222,4750907597,237533718,78,TP. Hồ Chí Minh,0,1873
Áo thun unisex Pyramid phản quang local brand ONTOP,145000000,23,,187,,166,37,1617,0,14500000000,21000000000,-1,-1,4.96988,[166. 0. 0. 1. 3. 162],166,36,53,['M'. 'L'. 'XL'. '5XL'],4,5972396b4059fbf6009e2302e78923de,2505104075,131941530,78,Đà Nẵng,0,1874
Áo Thun Cặp Nam Nữ Chất Đẹp Nhiều Mẫu Hot,59000000,231,50%,6948,,281,52942,8362,11800000000,5900000000,5900000000,11800000000,11800000000,4.761566,[281. 2. 5. 13. 18. 243],281,65,120,['Hình 1'. 'Hình 2'. 'Hình 3'. 'Hình 4'. 'Hình 5'. 'Hình 6'. 'Hình 7'. 'Hình 8'. 'Hình 9'],9,7e6763cbf06d89ef6868e3298244b726,4404811200,94029005,78,Cần Thơ,0,1875
Áo Nỉ Thu Đông Nam 8 Màu Cao Cấp  Thời Trang VICERO,119000000,315,45%,43,,189,4106,11519,21800000000,11900000000,11900000000,21800000000,21800000000,4.873016,[189. 2. 0. 5. 6. 176],189,70,91,['NI23. Xanh Than'. 'NI23 Xanh Than '. 'NI24 Xám Đậm'. 'NI38. Xanh Bộ Đội'. 'NI37 Đỏ'. 'NI36 Xanh Dương'. 'NI37 Đỏ Đô'. 'NI38 Xanh Bộ Đội'],8,bf81c00e3845fe38739abf7502ddb4df,3462282602,40342563,78,Hà Nội,0,1876
Áo sơ mi nam dài tay Ghi Xám Kẻ Ca Rô chuẩn thiết kế Hàn Quốc,105000000,13,48%,11,,41,9995,269,20000000000,10500000000,10500000000,20000000000,20000000000,4.902439,[41. 0. 0. 2. 0. 39],41,4,18,['Ghi xám kẻ caro - M'. 'Ghi xám kẻ caro - L'. 'Ghi xám kẻ caro - XL'. 'Ghi xám kẻ caro- 2XL'. 'Ghi xám kẻ caro- 3XL'],5,e9d8d76c57845db217a68bbb71bb4b0d,5041497174,259879107,78,Hà Nội,0,1877
"[SALE SỐC] Áo Thun Nam Body Giữ Nhiệt Dài Tay Thể Thao, Đá Bóng Cực Đẹp, Áo Thun Lót Trong Giữ Nhiệt - HỒNG ÂN SPORTS",69000000,18,23%,17,,35,5598,721,9000000000,6900000000,6900000000,9000000000,9000000000,4.942857,[35. 0. 0. 1. 0. 34],35,13,23,['ĐEN'. 'XANH TÍM THAN'. 'ĐỎ ĐÔ'],3,200065379f88684731d4b99b6d2aad60,6255796921,241697813,9675,Bắc Ninh,0,1878
[S02] Áo khoác nam nữ cặp đôi Áo khoát nam nỉ chống nắng NY hàng chuẩn shop bao đẹp-A257,85000000,53,,24740,,39,1808,4064,0,8500000000,8500000000,-1,-1,4.666667,[39. 2. 0. 0. 5. 32],39,4,19,['L (40-60kg)'. 'XL (60-80kg)'],2,d4f4418392bfe1c4cb6117dff728b7cc,5720798552,86592916,78,TP. Hồ Chí Minh,0,1879
Áo thun tay dài Long sleeve tee form rộng nam nữ unisex,127400000,33,2%,1115,,123,2447,3796,12740000000,12740000000,12740000000,12740000000,13000000000,4.739837,[123. 3. 3. 3. 5. 109],123,15,49,['Trắng'. 'Đen'. 'Mint'. 'Hồng'. 'Vani'. 'Nâu'. 'Vàng'. 'Đỏ'. 'Tím Pastel'. 'Xám'. 'Xanh bơ'. 'Xanh Blue'],12,3dc5b57e3e6e8fbcbe164a68b9477155,2847528311,74866760,77,Lâm Đồng,36,1880
Áo nỉ nhung nâu phối túi hoodie có mũ màu nâu trơn tay dài ulzzang nam nữ HOT,69000000,47,,117,,25,4920,8248,0,6900000000,6900000000,-1,-1,4.88,[25. 0. 1. 0. 0. 24],25,8,13,[''],1,b0c424d73ac1f0981cb4561c25b7861f,5860542872,328309955,77,Hà Nội,0,1881
Áo Khoác Kaki Jean mềm min cực chất,100000000,1038,38%,450,,569,15992,24766,16000000000,10000000000,10000000000,16000000000,16000000000,4.815466,[570. 4. 7. 15. 41. 503],570,112,232,['XANH RÊU'. 'CAM'. 'VÀNG'. 'KEM'. 'ĐEN'. 'HỒNG'],6,7ce01f68dbb2d48791f8ed3fe168c91e,4739509287,75484408,78,TP. Hồ Chí Minh,0,1882
{ sỉ áo thun } ÁO THUN NHÓM- GIA ĐÌNH GIÁ RẺ SẬP SÀN  - CÓ HÌNH THẬT,19000000,123,,6,,26,11387,283,0,1900000000,5900000000,-1,-1,5,[26. 0. 0. 0. 0. 26],26,6,22,['size số 1'. 'size số 2'. 'size số 3'. 'size số 4'. 'size số 5'. 'size xs'. 'size S'. 'size M'. 'size L'. 'size XL'. 'size XXL'. 'size XXXL'],12,d47e8bbb9edf8703ae644cb8cfb93f8d,5752645607,53905459,78,TP. Hồ Chí Minh,0,1883
Áo Khoác Nam Da Lộn Được Yêu Thích Nhất 2020,366000000,224,39%,219,,94,848,39247,60000000000,36600000000,36600000000,60000000000,60000000000,4.808511,[94. 2. 0. 2. 6. 84],94,21,48,['Vàng Be'. 'Đen'. 'Xanh Than'],3,546ae59ac6e19cae5a0a3a00c2a16e70,3463163321,33973455,78,Hà Nội,57,1884
Áo Thun Nam Có Cổ Sọc Ngang Vải Cotton Mềm Mịn,100000000,47,50%,23,,82,690,1070,20000000000,10000000000,10000000000,20000000000,20000000000,4.987805,[82. 0. 0. 0. 1. 81],82,17,23,['Đô'. 'Xanh Đen'. 'Xanh Lá'. 'Xanh Bích'. 'Cafe Sữa'],5,cf4da5c9cc5b352e7963f36579a4772d,4105747622,57737923,78,TP. Hồ Chí Minh,36,1885
"Áo Đũi Nam Cộc Tay Cổ V, Chất Đũi Tự Nhiên, Mềm, Mịn, Mát Rough",109000000,16,50%,225,,353,3471,858,21800000000,10900000000,10900000000,21800000000,21800000000,4.753541,[353. 8. 0. 15. 25. 305],353,91,154,['AR228 -TRẮNG'. 'AR228 -TÍM THAN'. 'AR228 -ĐEN'. 'AR228 -GHI'. 'AR228 -LAM'],5,419be7cd071c3c7c056d74621c3bf11d,2584694370,60297616,78,Hà Nội,0,1886
"Áo khoác nam nữ mùa đông, áo nỉ có mủ form rộng nam nữ mặc đẹp, áo khoác nỉ tay phồng chất liệu dày dặn - Anquachi",148400000,200,47%,2030,,20,12,602,28000000000,14840000000,14840000000,28000000000,28000000000,5,[20. 0. 0. 0. 0. 20],20,6,10,['Trắng'. 'Đen'. 'Xanh'. 'Cam'],4,768f8e47f219a6903fc5ced47a4b20e5,7161306088,204053567,77,Kon Tum,0,1887
Áo nỉ nelly sweater in hình nam nữ unisex da cá form rộng kozoda AN224,136000000,25,50%,49,,21,8,5009,27200000000,13600000000,13600000000,27200000000,27200000000,5,[21. 0. 0. 0. 0. 21],21,14,15,['ĐEN'. 'XÁM ĐẬM'. 'TRẮNG'. 'VÀNG'. 'TÍM'],5,cc83ed9d43191b7efadeb0fadab4ad65,6662819780,193512113,78,Hà Nội,0,1888
Sơ mi nam trung niên cao cấp vải đũi siêu mát áo sơ mi kẻ sọc size 50-85kg,97300000,24,30%,19,,47,3879,1693,13900000000,9730000000,9730000000,13900000000,13900000000,4.765957,[47. 1. 0. 2. 3. 41],47,12,19,['Xanh Dương'. 'Nâu'. 'Xám'. 'Kem'. 'Xanh Aqua'],5,ae7b57232efa68fe93564da41ddcb858,3520614232,51732351,78,TP. Hồ Chí Minh,0,1889
Áo Hoodie In Hình Hoạt Hình Ngộ Nghĩnh Có 4 Màu Size M-5xl,169700000,39,47%,305,,28,13835,15147,31770000000,16970000000,16970000000,31770000000,31770000000,4.821429,[28. 0. 1. 0. 2. 25],28,11,14,['white'. 'blue'. 'black'. 'pink'],4,8c88d8c7521132da2cd762f585ad454a,5157025441,252268077,78,Nước ngoài,0,1890
ÁO NỈ TUẦN LÔC PHOM THỤNG CHẤT NỈ TÀU LOẠI 1,90000000,86,44%,1719,,21,351,4036,16000000000,9000000000,9000000000,16000000000,16000000000,5,[21. 0. 0. 0. 0. 21],21,1,16,['Xanh'. 'Hồng'. 'Vàng'],3,dc0810e60badfe183809fe949faf956b,3662968539,17701805,78,Nam Định,28,1891
"FREESHIP- Áo khoác dù Bomber dây kéo  thêu hoa anh đào, form Hàn Quốc unisex cho nam nữ- KD14",145000000,2004,37%,5,,1,995,821,23000000000,14500000000,14500000000,23000000000,23000000000,5,[1. 0. 0. 0. 0. 1],1,1,1,['Hồng'. 'Xanh'],2,3f41e7ae01e3b537f173e82c8d1ee1c7,4065151135,341429458,78,TP. Hồ Chí Minh,13,1892
Áo thun dài tay giữ nhiệt Biluxury 4ATOB004 mỏng nhẹ vải siêu mềm kiểu dáng basic thời trang,169000000,54,43%,24,,53,344,3694,29500000000,16900000000,16900000000,29500000000,29500000000,4.849057,[53. 1. 1. 0. 1. 50],53,14,23,['ĐEN'. 'TRẮNG'],2,d68d9c4bb95b64d02acb2d4c911b6844,1534136611,68988783,78,Hà Nội,0,1893
Áo thun cotton tay lỡ form rộng Original Mark 2 - Basic Tee local brand DAVIES,250000000,28,,270,,64,12,10527,0,25000000000,25000000000,-1,-1,4.984375,[64. 0. 0. 0. 1. 63],64,17,24,['WHITE'. 'BLACK'. 'CORAL'. 'BLUE'],4,4b4c9ebb342514007593fa0c0385b16a,6555567093,96065719,78,Đà Nẵng,0,1894
